origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
SLC,FCA,84770,531,Salt Lake City International,41620,"Salt Lake City, UT",Glacier Park International,28060,"Kalispell, MT"
SLC,LGB,89230,588,Salt Lake City International,41620,"Salt Lake City, UT",Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA"
SLC,MSO,71240,436,Salt Lake City International,41620,"Salt Lake City, UT",Missoula International,33540,"Missoula, MT"
SLC,SUN,44060,222,Salt Lake City International,41620,"Salt Lake City, UT",Friedman Memorial,25200,"Hailey, ID"
ATL,OKC,208440,761,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Will Rogers World,36420,"Oklahoma City, OK"
DTW,GRR,125570,120,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
DTW,LAX,415560,1979,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
DTW,PHX,323680,1671,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
DTW,SAN,149480,1956,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
DTW,SEA,293100,1927,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
FLL,LGA,614620,1076,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
MSP,BOI,91780,1142,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Boise Air Terminal,14260,"Boise City, ID"
MSP,GEG,102350,1175,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Spokane International,44060,"Spokane-Spokane Valley, WA"
MSP,PHX,622720,1276,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
MSP,SFO,281270,1589,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
MSP,SMF,76560,1517,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
ORD,LGA,1049510,733,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
SRQ,LGA,58400,1047,Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
TPA,LGA,353540,1010,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
LAX,BOS,571010,2611,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
ATL,LIT,219160,453,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Adams Field,30780,"Little Rock-North Little Rock-Conway, AR"
ATL,BTR,100670,448,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Baton Rouge Metropolitan/Ryan Field,12940,"Baton Rouge, LA"
MSP,PDX,231840,1426,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
ATL,LEX,162920,304,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Blue Grass,30460,"Lexington-Fayette, KY"
ATL,HNL,82300,4502,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Daniel K Inouye International,46520,"Urban Honolulu, HI"
ATL,IAD,272690,534,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
ATL,STL,349720,484,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",St Louis Lambert International,41180,"St. Louis, MO-IL"
DTW,MCO,592530,957,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
DTW,LSE,3940,416,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",La Crosse Municipal,29100,"La Crosse-Onalaska, WI-MN"
JFK,MCO,612830,944,John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
LGA,MCO,630040,950,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
MSP,GRB,50530,252,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Green Bay Austin Straubel International,24580,"Green Bay, WI"
ATL,TPA,851260,406,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
ATL,TUS,117330,1541,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Tucson International,46060,"Tucson, AZ"
ATL,DEN,800470,1199,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
ATL,SFO,363180,2139,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
ATL,TYS,194700,152,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",McGhee Tyson,28940,"Knoxville, TN"
MSP,CID,28630,220,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",The Eastern Iowa,16300,"Cedar Rapids, IA"
SLC,DEN,709950,391,Salt Lake City International,41620,"Salt Lake City, UT",Denver International,19740,"Denver-Aurora-Lakewood, CO"
ATL,BQK,35430,238,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Brunswick Golden Isles,15260,"Brunswick, GA"
ATL,RSW,486050,515,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
ATL,GSP,310880,153,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Greenville-Spartanburg International,43900,"Spartanburg, SC"
MSP,DCA,234830,931,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
ATL,FLL,1020520,581,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
ATL,MYR,141230,317,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
ATL,SAV,339340,214,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Savannah/Hilton Head International,42340,"Savannah, GA"
ATL,TUL,110620,674,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Tulsa International,46140,"Tulsa, OK"
AUS,MSP,136110,1042,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
BNA,MSP,189690,695,Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
BOS,MSP,296190,1124,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DCA,MSP,235600,931,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DEN,MSP,730620,680,Denver International,19740,"Denver-Aurora-Lakewood, CO",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DFW,MSP,379400,852,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DTW,DFW,359950,986,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
DTW,MIA,211190,1145,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
DTW,RSW,340660,1084,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
EWR,MSP,209200,1008,Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
LAS,MSP,560980,1299,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
LAX,MSP,469880,1535,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
LGA,PWM,79570,269,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Portland International Jetport,38860,"Portland-South Portland, ME"
LGA,MSP,239110,1020,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
MCO,MSP,500880,1310,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
MSY,MSP,57240,1039,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
ORD,MSP,461170,334,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
PDX,MSP,231140,1426,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
PHL,MSP,152970,980,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
RDU,MSP,123300,980,Raleigh-Durham International,39580,"Raleigh-Cary, NC",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
RSW,MSP,362870,1416,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
SEA,MSP,421790,1399,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
TPA,MSP,266030,1306,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DTW,LAN,34510,74,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Capital Region International,29620,"Lansing-East Lansing, MI"
DTW,MSY,117390,926,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
MSP,MSY,56220,1039,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
MSP,SNA,90030,1522,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
ATL,BHM,315480,134,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL"
ATL,CLT,383000,226,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
SLC,RDU,58390,1823,Salt Lake City International,41620,"Salt Lake City, UT",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
SLC,SFO,266060,599,Salt Lake City International,41620,"Salt Lake City, UT",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
ATL,PNS,354230,271,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL"
MSP,MCO,506460,1310,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
SLC,ONT,137530,558,Salt Lake City International,41620,"Salt Lake City, UT",Ontario International,40140,"Riverside-San Bernardino-Ontario, CA"
ATL,HHH,31830,238,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Hilton Head Airport,25940,"Hilton Head Island-Bluffton, SC"
BOS,ORD,671890,867,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
DTW,SDF,49240,306,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN"
LGA,SYR,52060,198,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Syracuse Hancock International,45060,"Syracuse, NY"
LGA,ORD,1033110,733,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MSP,ORD,481950,334,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MSP,HIB,13420,174,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Range Regional,20260,"Duluth, MN-WI"
SEA,LAX,729000,954,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
ATL,DSM,91410,743,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Des Moines International,19780,"Des Moines-West Des Moines, IA"
ATL,CHS,384440,259,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Charleston AFB/International,16700,"Charleston-North Charleston, SC"
MSP,IND,131980,503,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
SEA,PSP,180730,987,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA"
SLC,BOS,167120,2105,Salt Lake City International,41620,"Salt Lake City, UT",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
SLC,MCI,110110,920,Salt Lake City International,41620,"Salt Lake City, UT",Kansas City International,28140,"Kansas City, MO-KS"
SLC,ABQ,64360,493,Salt Lake City International,41620,"Salt Lake City, UT",Albuquerque International Sunport,10740,"Albuquerque, NM"
SLC,RNO,119190,422,Salt Lake City International,41620,"Salt Lake City, UT",Reno/Tahoe International,39900,"Reno, NV"
ATL,ABQ,152080,1269,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Albuquerque International Sunport,10740,"Albuquerque, NM"
ATL,MIA,817720,594,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
DTW,PHL,172800,453,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
MSP,RST,42770,76,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Rochester International,40340,"Rochester, MN"
ATL,PWM,74110,1027,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Portland International Jetport,38860,"Portland-South Portland, ME"
JFK,BOS,312700,187,John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
MSP,SBN,20420,411,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
ATL,BNA,471810,214,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
ATL,DCA,641730,547,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
ATL,LAS,739940,1747,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
DTW,RDU,124700,501,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
FLL,RDU,97440,680,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
LAS,RDU,94100,2026,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
LAX,RDU,104750,2239,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
LAX,SFO,949530,337,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
MCO,RDU,259570,534,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
SEA,RDU,110710,2354,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
ATL,DFW,781170,731,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
ATL,BTV,34280,961,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Burlington International,15540,"Burlington-South Burlington, VT"
LGA,RSW,132660,1080,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
DTW,GRB,49380,287,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Green Bay Austin Straubel International,24580,"Green Bay, WI"
SEA,SAN,538340,1050,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
SLC,MCO,318030,1931,Salt Lake City International,41620,"Salt Lake City, UT",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
SLC,TPA,59460,1888,Salt Lake City International,41620,"Salt Lake City, UT",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
ATL,FAY,48590,331,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Fayetteville Regional/Grannis Field,22180,"Fayetteville, NC"
